Date,Country,Weather
2024-12-11,Puerto Rico,Snowy
2025-01-12,Lebanon,Cloudy
2025-02-06,British Virgin Islands,Cloudy
2025-01-10,Qatar,Sunny
2025-02-15,Western Sahara,Snowy
2024-12-31,North Macedonia,Cloudy
2024-12-29,British Indian Ocean Territory (Chagos Archipelago),Rainy
2025-02-17,Spain,Rainy
2025-02-24,Marshall Islands,Snowy
2025-02-03,Pitcairn Islands,Sunny
2024-12-03,Sudan,Sunny
2025-02-12,Saint Martin,Cloudy
2025-01-04,Maldives,Windy
2025-01-30,Guinea,Snowy
2025-02-06,Vietnam,Sunny
2025-02-05,American Samoa,Snowy
2024-12-10,Canada,Windy
2025-02-20,Heard Island and McDonald Islands,Rainy
2025-01-16,Libyan Arab Jamahiriya,Stormy
2025-01-18,India,Windy
2024-12-17,Saint Kitts and Nevis,Rainy
2024-12-07,Taiwan,Cloudy
2025-01-20,Angola,Rainy
2025-01-19,Djibouti,Sunny
2025-02-02,Romania,Snowy
2025-01-09,Mali,Windy
2024-12-21,Trinidad and Tobago,Windy
2025-01-21,Morocco,Windy
2024-12-25,Malta,Stormy
2024-12-26,Seychelles,Rainy
2025-01-02,New Zealand,Rainy
2024-12-26,Congo,Cloudy
2024-12-19,Bulgaria,Rainy
2025-01-08,Comoros,Cloudy
2025-02-05,Comoros,Stormy
2025-02-16,British Indian Ocean Territory (Chagos Archipelago),Sunny
2025-01-03,Cyprus,Windy
2025-01-21,Singapore,Rainy
2025-02-19,Oman,Rainy
2025-02-25,Georgia,Rainy
2025-02-19,Lesotho,Sunny
2025-01-28,Ecuador,Sunny
2025-02-27,Nigeria,Windy
2024-12-26,Korea,Stormy
2025-01-02,China,Stormy
2025-01-23,Pakistan,Windy
2025-01-04,Morocco,Rainy
2024-12-28,Saint Helena,Windy
2025-01-05,Peru,Stormy
2025-02-16,Italy,Snowy
2025-03-01,Grenada,Rainy
2025-01-21,United Kingdom,Rainy
2024-12-02,Norfolk Island,Rainy
2024-12-06,Greenland,Stormy
2025-01-24,Madagascar,Cloudy
2024-12-15,Gabon,Sunny
2025-01-16,Eritrea,Sunny
2025-02-15,Angola,Snowy
2024-12-31,Somalia,Cloudy
2025-01-11,Guam,Rainy
2024-12-11,Heard Island and McDonald Islands,Sunny
2025-01-10,Central African Republic,Rainy
2025-01-28,Turks and Caicos Islands,Stormy
2025-01-27,Gibraltar,Stormy
2025-02-21,Tonga,Cloudy
2025-01-04,El Salvador,Windy
2025-02-09,Belize,Windy
2025-02-18,Latvia,Snowy
2025-02-08,Costa Rica,Stormy
2024-12-17,Brazil,Windy
2025-02-09,Indonesia,Cloudy
2025-01-24,Madagascar,Windy
2025-02-20,Swaziland,Windy
2025-01-11,Peru,Rainy
2025-01-01,Jamaica,Snowy
2024-12-10,Spain,Rainy
2025-01-14,Antigua and Barbuda,Sunny
2025-01-01,Libyan Arab Jamahiriya,Snowy
2025-01-31,Isle of Man,Sunny
2024-12-19,Cook Islands,Snowy
2025-02-20,Philippines,Sunny
2025-01-07,Papua New Guinea,Cloudy
2025-01-30,Syrian Arab Republic,Stormy
2025-01-11,Svalbard & Jan Mayen Islands,Sunny
2025-01-09,Lithuania,Sunny
2025-02-23,Madagascar,Sunny
2024-12-25,Faroe Islands,Snowy
2025-01-31,Trinidad and Tobago,Rainy
2024-12-16,Cayman Islands,Stormy
2024-12-21,Reunion,Sunny
2025-02-05,Reunion,Windy
2024-12-12,Zimbabwe,Snowy
2024-12-05,Kiribati,Windy
2025-02-11,Myanmar,Snowy
2025-01-22,Dominican Republic,Rainy
2025-02-02,Tunisia,Snowy
2025-02-22,Christmas Island,Windy
2025-02-15,Guadeloupe,Cloudy
2025-01-06,Bouvet Island (Bouvetoya),Rainy
2025-01-07,Lebanon,Sunny
2025-02-05,Montenegro,Cloudy
2024-12-14,Reunion,Stormy
2025-02-25,United States Virgin Islands,Stormy
2024-12-28,Nigeria,Sunny
2025-01-26,Cuba,Sunny
2024-12-20,Morocco,Stormy
2024-12-27,Pitcairn Islands,Windy
2025-01-11,Montenegro,Rainy
2025-02-09,Dominican Republic,Snowy
2024-12-17,Kiribati,Stormy
2025-02-09,Canada,Windy
2024-12-24,Guam,Windy
2025-01-04,Cook Islands,Snowy
2025-01-26,Myanmar,Stormy
2025-01-30,Iceland,Snowy
2025-01-09,Tonga,Snowy
2024-12-21,Peru,Snowy
2025-02-20,Greenland,Snowy
2025-02-07,Malta,Cloudy
2024-12-14,Micronesia,Snowy
2025-01-10,Grenada,Stormy
2024-12-24,Philippines,Stormy
2025-01-27,Grenada,Rainy
2024-12-28,Guernsey,Cloudy
2024-12-23,Burkina Faso,Sunny
2025-02-27,Suriname,Windy
2025-01-06,Puerto Rico,Windy
2024-12-22,Switzerland,Stormy
2024-12-02,Jamaica,Cloudy
2025-01-24,United States Virgin Islands,Rainy
2025-02-09,Korea,Stormy
2025-02-01,Guyana,Snowy
2024-12-15,Trinidad and Tobago,Windy
2025-01-28,United Kingdom,Cloudy
2025-01-31,China,Rainy
2025-01-10,Northern Mariana Islands,Stormy
2024-12-02,Cape Verde,Windy
2024-12-24,Liechtenstein,Stormy
2025-01-10,Iraq,Rainy
2025-02-08,Gibraltar,Rainy
2024-12-12,Colombia,Sunny
2025-01-09,Bolivia,Snowy
2024-12-22,Liberia,Sunny
2025-01-20,Ireland,Windy
2024-12-18,Hong Kong,Sunny
2025-02-25,Slovenia,Cloudy
2024-12-14,Guadeloupe,Rainy
2024-12-28,Liberia,Snowy
2025-02-27,Namibia,Sunny
2025-01-23,Netherlands,Windy
2025-01-13,Swaziland,Cloudy
2024-12-18,Honduras,Rainy
2024-12-18,Cuba,Snowy
2025-01-17,Ghana,Rainy
2025-02-27,Somalia,Sunny
2025-02-16,Pakistan,Sunny
2024-12-11,Costa Rica,Sunny
2025-01-21,El Salvador,Windy
2024-12-30,Mauritius,Snowy
2025-01-08,Costa Rica,Sunny
2025-01-17,Malawi,Stormy
2025-01-16,Albania,Snowy
2025-02-17,Macao,Stormy
2025-02-11,Burundi,Windy
2025-02-27,Guernsey,Windy
2024-12-08,Fiji,Stormy
2025-01-23,Vanuatu,Stormy
2025-01-15,Trinidad and Tobago,Snowy
2025-01-16,Nigeria,Rainy
2025-02-21,Slovenia,Snowy
2024-12-03,San Marino,Snowy
2024-12-22,Mauritius,Cloudy
2025-02-01,Argentina,Windy
2025-02-14,Singapore,Rainy
2025-01-25,Rwanda,Sunny
2024-12-18,Malaysia,Cloudy
2025-01-29,Sao Tome and Principe,Sunny
2024-12-11,Guatemala,Sunny
2025-01-26,Uganda,Windy
2025-02-13,New Caledonia,Snowy
2025-01-16,Bouvet Island (Bouvetoya),Stormy
2025-01-01,Congo,Sunny
2024-12-29,Morocco,Sunny
2025-01-06,United Arab Emirates,Snowy
2025-02-23,Uzbekistan,Cloudy
2025-02-07,Togo,Snowy
2025-01-12,Mali,Stormy
2024-12-30,Zimbabwe,Cloudy
2025-02-22,Turkmenistan,Windy
2025-01-01,Mongolia,Cloudy
2025-02-08,Niue,Rainy
2025-01-27,Saint Martin,Windy
2025-02-03,Gibraltar,Windy
2024-12-02,Armenia,Stormy
2025-01-13,Burundi,Windy
2024-12-09,France,Sunny
2025-02-19,Belarus,Windy
2025-02-18,Cook Islands,Snowy
2024-12-31,Korea,Cloudy
2025-01-14,Monaco,Sunny
2025-01-28,Mauritania,Sunny
2024-12-09,Azerbaijan,Windy
2024-12-11,Yemen,Stormy
2025-01-31,Sao Tome and Principe,Windy
2024-12-23,Namibia,Stormy
2025-02-11,Venezuela,Sunny
2025-02-01,Burundi,Windy
2025-02-24,Vanuatu,Cloudy
2025-01-29,Saint Pierre and Miquelon,Stormy
2025-02-17,Burkina Faso,Stormy
2025-01-31,Sao Tome and Principe,Cloudy
2025-01-30,Andorra,Snowy
2025-01-15,Azerbaijan,Windy
2025-02-21,Senegal,Stormy
2025-02-09,Colombia,Cloudy
2025-02-09,Korea,Stormy
2024-12-02,Seychelles,Stormy
2024-12-30,Ireland,Windy
2025-01-29,Papua New Guinea,Sunny
2025-02-05,Cyprus,Sunny
2025-01-08,Bulgaria,Sunny
2025-02-19,Mozambique,Snowy
2025-01-31,Senegal,Cloudy
2025-02-09,Cook Islands,Snowy
2024-12-26,French Southern Territories,Cloudy
2025-01-20,Bosnia and Herzegovina,Sunny
2024-12-18,Norway,Sunny
2024-12-15,Kuwait,Snowy
2025-02-12,Belize,Sunny
2024-12-07,Papua New Guinea,Stormy
2025-01-04,Switzerland,Snowy
2025-02-14,Iraq,Rainy
2025-02-26,South Georgia and the South Sandwich Islands,Rainy
2024-12-14,Madagascar,Cloudy
2025-01-02,Equatorial Guinea,Sunny
2025-02-24,Mauritius,Cloudy
2025-01-27,San Marino,Sunny
2025-02-21,Brunei Darussalam,Rainy
2025-01-02,Holy See (Vatican City State),Snowy
2025-01-09,Dominican Republic,Rainy
2024-12-29,New Zealand,Snowy
2024-12-19,Spain,Stormy
2025-01-29,Nauru,Rainy
2025-01-06,Faroe Islands,Stormy
2024-12-10,Niger,Cloudy
2024-12-09,Belize,Cloudy
2024-12-02,Samoa,Sunny
2025-01-15,Israel,Snowy
2025-01-04,French Guiana,Rainy
2025-01-11,Bouvet Island (Bouvetoya),Sunny
2024-12-26,Egypt,Cloudy
2025-02-02,Albania,Stormy
2024-12-11,Slovenia,Windy
2025-01-20,Cyprus,Windy
2025-01-02,Portugal,Snowy
2024-12-18,Romania,Rainy
2025-01-02,Puerto Rico,Rainy
2025-02-02,Romania,Snowy
2024-12-02,Poland,Cloudy
2024-12-06,Indonesia,Windy
2024-12-12,Antigua and Barbuda,Snowy
2025-01-10,Turkey,Snowy
2024-12-11,Andorra,Cloudy
2024-12-25,Palau,Sunny
2025-01-14,Saint Helena,Snowy
2024-12-04,Equatorial Guinea,Sunny
2024-12-08,Mauritania,Snowy
2025-02-01,Nigeria,Stormy
2025-01-03,Jersey,Cloudy
2024-12-07,Bulgaria,Windy
2025-02-12,Jersey,Stormy
2024-12-28,Tuvalu,Snowy
2025-01-03,Guinea,Snowy
2025-02-01,Croatia,Sunny
2025-01-24,Cocos (Keeling) Islands,Sunny
2025-01-30,Morocco,Rainy
2024-12-24,Bouvet Island (Bouvetoya),Stormy
2025-02-23,Timor-Leste,Stormy
2024-12-07,Cameroon,Windy
2025-02-25,Senegal,Sunny
2025-01-18,Singapore,Cloudy
2024-12-10,Dominican Republic,Cloudy
2025-01-30,Latvia,Snowy
2025-02-23,Dominican Republic,Rainy
2025-02-06,New Caledonia,Sunny
2025-02-06,Indonesia,Sunny
2025-02-12,Netherlands,Sunny
2025-02-01,Singapore,Rainy
2024-12-12,Kenya,Rainy
2025-01-09,South Georgia and the South Sandwich Islands,Rainy
2025-02-09,Equatorial Guinea,Sunny
2024-12-29,Slovenia,Rainy
2024-12-04,Nigeria,Snowy
2024-12-26,Lithuania,Rainy
2024-12-08,Czech Republic,Stormy
2024-12-20,Niger,Stormy
2025-02-24,Slovakia (Slovak Republic),Windy
2024-12-22,North Macedonia,Rainy
2024-12-02,British Indian Ocean Territory (Chagos Archipelago),Sunny
2025-02-01,American Samoa,Windy
2024-12-09,Nigeria,Stormy
2025-01-05,Holy See (Vatican City State),Rainy
2024-12-06,Western Sahara,Sunny
2024-12-27,Congo,Cloudy
2025-02-21,Turkey,Cloudy
2024-12-15,Madagascar,Snowy
2024-12-04,Congo,Cloudy
2024-12-11,Suriname,Stormy
2025-01-16,France,Sunny
2025-02-08,Equatorial Guinea,Stormy
2025-02-09,Kuwait,Rainy
2025-02-08,Burundi,Sunny
2025-01-12,Niue,Cloudy
2025-02-20,Fiji,Rainy
2025-01-30,Pakistan,Sunny
2024-12-19,Western Sahara,Rainy
2025-01-12,Singapore,Rainy
2025-02-03,South Georgia and the South Sandwich Islands,Cloudy
2025-02-14,Oman,Rainy
2024-12-09,Cambodia,Sunny
2024-12-18,Albania,Rainy
2025-01-19,Guadeloupe,Sunny
2024-12-31,Ukraine,Rainy
2024-12-14,Bangladesh,Windy
2024-12-13,Central African Republic,Cloudy
2025-02-24,Albania,Sunny
2025-02-27,Denmark,Snowy
2025-02-18,Malawi,Rainy
2025-02-20,Azerbaijan,Snowy
2025-02-15,Saint Barthelemy,Cloudy
2024-12-04,Haiti,Snowy
2025-01-25,Norfolk Island,Sunny
2024-12-10,Palau,Snowy
2025-01-19,Congo,Snowy
2024-12-12,Bouvet Island (Bouvetoya),Windy
2025-02-03,Germany,Stormy
2025-02-08,Iran,Stormy
2024-12-26,Turkey,Windy
2025-02-22,French Southern Territories,Windy
2025-01-01,Sweden,Snowy
2024-12-17,Algeria,Sunny
2024-12-25,Saint Vincent and the Grenadines,Rainy
2025-02-24,Gambia,Sunny
2025-01-20,Saint Kitts and Nevis,Sunny
2025-01-15,Christmas Island,Windy
2025-01-18,Bahamas,Windy
2025-01-28,Lao People's Democratic Republic,Windy
2025-01-01,Panama,Snowy
2025-02-14,Madagascar,Sunny
2025-01-08,Puerto Rico,Cloudy
2024-12-28,Christmas Island,Snowy
2024-12-05,Pakistan,Rainy
2024-12-31,Tuvalu,Cloudy
2025-02-02,Mozambique,Stormy
2025-01-18,Greece,Sunny
2024-12-23,Malaysia,Rainy
2025-02-07,Central African Republic,Cloudy
2025-01-06,Gambia,Snowy
2025-03-01,Cocos (Keeling) Islands,Sunny
2025-02-08,Georgia,Cloudy
2025-01-07,Papua New Guinea,Sunny
2025-01-21,Myanmar,Rainy
2025-02-09,Japan,Sunny
2025-01-24,Swaziland,Rainy
2025-02-18,Saint Kitts and Nevis,Rainy
2025-02-05,Portugal,Snowy
2024-12-06,North Macedonia,Stormy
2024-12-09,Zimbabwe,Cloudy
2024-12-05,Saudi Arabia,Stormy
2025-01-18,Iceland,Cloudy
2024-12-23,Greenland,Sunny
2024-12-12,Lao People's Democratic Republic,Cloudy
2025-02-12,Malawi,Rainy
2025-01-03,Palau,Stormy
2025-01-23,Gambia,Rainy
2025-01-19,Estonia,Stormy
2024-12-28,Cuba,Cloudy
2024-12-20,Thailand,Cloudy
2024-12-03,Namibia,Windy
2024-12-31,Antarctica (the territory South of 60 deg S),Rainy
2025-02-25,Samoa,Snowy
2025-02-02,North Macedonia,Sunny
2025-01-28,Slovakia (Slovak Republic),Sunny
2025-03-01,Saint Helena,Windy
2025-02-23,Anguilla,Rainy
2024-12-18,Antarctica (the territory South of 60 deg S),Rainy
2025-03-01,Honduras,Stormy
2025-01-19,Brazil,Cloudy
2025-02-01,Malawi,Cloudy
2025-01-27,Nigeria,Windy
2024-12-11,Papua New Guinea,Rainy
2024-12-06,Austria,Stormy
2025-02-26,Holy See (Vatican City State),Cloudy
2025-01-17,Uruguay,Rainy
2024-12-17,Marshall Islands,Rainy
2025-01-02,Syrian Arab Republic,Windy
2025-01-20,Panama,Stormy
2025-02-17,Montenegro,Cloudy
2025-01-20,El Salvador,Windy
2025-01-06,Bahamas,Windy
2025-02-03,Saint Kitts and Nevis,Snowy
2025-02-26,Bosnia and Herzegovina,Stormy
2025-02-23,Qatar,Rainy
2025-01-19,Sweden,Sunny
2024-12-07,Korea,Stormy
2025-02-14,Liechtenstein,Windy
2024-12-25,Ecuador,Rainy
2025-01-26,Svalbard & Jan Mayen Islands,Sunny
2025-02-17,Myanmar,Stormy
2025-02-28,Kazakhstan,Rainy
2025-02-20,Malawi,Stormy
2025-02-09,Svalbard & Jan Mayen Islands,Rainy
2024-12-24,Namibia,Windy
2025-02-24,French Guiana,Windy
2024-12-17,Antigua and Barbuda,Windy
2024-12-31,British Indian Ocean Territory (Chagos Archipelago),Snowy
2025-01-18,Hong Kong,Sunny
2025-02-19,Algeria,Stormy
2025-01-28,Isle of Man,Stormy
2025-02-02,Jamaica,Windy
2025-02-12,Cameroon,Sunny
2025-02-22,Sri Lanka,Stormy
2025-02-25,Western Sahara,Sunny
2024-12-21,United Arab Emirates,Snowy
2025-01-27,Malta,Snowy
2024-12-15,Romania,Sunny
2024-12-28,Somalia,Stormy
2025-02-01,Saudi Arabia,Sunny
2024-12-18,Russian Federation,Stormy
2025-02-07,Lao People's Democratic Republic,Windy
2025-02-26,Cote d'Ivoire,Snowy
2025-01-03,Turkey,Cloudy
2024-12-21,Saint Kitts and Nevis,Rainy
2024-12-13,Uganda,Sunny
2025-02-20,Afghanistan,Rainy
2025-01-09,Seychelles,Rainy
2025-01-17,Costa Rica,Cloudy
2024-12-17,Grenada,Rainy
2025-01-14,Russian Federation,Snowy
2025-02-18,Thailand,Windy
2025-02-04,Italy,Cloudy
2025-01-05,Kuwait,Stormy
2024-12-23,Isle of Man,Rainy
2024-12-31,Suriname,Snowy
2025-02-05,Equatorial Guinea,Snowy
2025-01-03,Cote d'Ivoire,Cloudy
2024-12-18,Palau,Sunny
2025-01-02,Nauru,Rainy
2024-12-06,Maldives,Windy
2025-01-05,Estonia,Snowy
2025-01-20,United States Minor Outlying Islands,Rainy
2024-12-20,Bahrain,Snowy
2024-12-16,Cameroon,Stormy
2024-12-28,Albania,Stormy
2025-01-17,Nicaragua,Rainy
2025-01-13,Bermuda,Stormy
2024-12-14,Sierra Leone,Sunny
2025-02-08,Bulgaria,Windy
2025-02-01,Uruguay,Stormy
2025-02-19,Timor-Leste,Stormy
2025-01-11,Isle of Man,Sunny
2024-12-12,Uganda,Sunny
2024-12-27,Ireland,Snowy
2025-01-22,Senegal,Stormy
2025-01-12,Liechtenstein,Windy
2024-12-19,Peru,Snowy
2025-01-24,Slovakia (Slovak Republic),Sunny
2025-02-19,Iran,Cloudy
2024-12-15,Gambia,Stormy
2024-12-17,Kenya,Snowy
2024-12-09,Thailand,Windy
2025-02-23,Congo,Stormy
2024-12-17,Trinidad and Tobago,Stormy
2025-02-03,Micronesia,Sunny
2025-01-25,San Marino,Cloudy
2025-02-16,Mongolia,Stormy
2025-01-29,Syrian Arab Republic,Rainy
